date,AL,AK,AZ,AR,CA,CO,CT,DC,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2018-09-02,9,0,35,0,8,11,14,92,0,7,0,0,0,17,14,0,17,0,0,0,9,10,0,36,0,34,0,0,22,0,7,0,9,6,0,5,30,0,13,0,17,0,0,8,0,0,0,12,27,13,0
2018-09-09,9,0,26,25,13,10,14,0,0,11,0,0,0,9,0,16,17,0,0,0,8,10,28,0,0,34,0,21,0,0,6,43,4,5,0,5,0,21,12,0,0,0,12,4,24,0,6,8,0,13,0
2018-09-16,9,51,43,0,8,10,21,0,0,4,7,0,15,8,14,0,0,0,0,0,17,10,9,17,0,17,0,21,0,26,6,0,7,0,0,8,15,21,22,0,0,0,0,8,0,0,6,16,0,0,0
2018-09-23,9,51,0,26,15,16,14,83,0,7,7,0,0,13,14,0,0,25,0,0,0,30,9,0,20,17,0,0,22,0,13,0,11,17,0,13,0,21,9,0,17,0,23,5,25,53,16,8,0,13,0
2018-09-30,9,51,35,0,18,16,0,0,0,11,4,35,0,12,14,16,33,27,33,0,17,20,19,52,0,0,0,42,22,26,6,0,8,11,52,0,31,21,28,34,17,0,12,9,0,0,16,12,0,13,0
2018-10-07,0,0,0,0,17,21,14,0,0,8,11,0,0,34,29,17,33,53,0,0,0,10,10,0,0,18,0,21,23,0,16,0,9,6,52,13,15,21,6,0,0,0,0,8,50,0,10,8,0,0,0
2018-10-14,0,0,70,26,17,27,14,0,0,14,15,0,15,21,15,0,17,0,34,0,26,15,10,55,41,0,29,22,23,0,16,43,9,14,0,21,0,21,13,34,0,0,13,17,0,0,19,13,0,26,0
2018-10-21,19,0,0,27,18,11,14,0,0,8,0,0,15,30,57,0,34,26,51,17,13,24,19,35,0,52,0,0,0,0,32,0,14,17,0,13,32,21,19,0,17,36,24,13,0,0,10,25,0,20,0
2018-10-28,14,0,18,26,7,11,21,80,58,11,4,0,0,22,14,0,26,26,34,0,0,15,15,18,0,44,0,43,0,0,6,0,6,11,0,15,0,32,13,0,0,0,12,7,26,0,16,13,0,20,0
2018-11-04,0,0,0,0,14,10,13,0,0,8,0,0,0,25,13,0,24,24,31,0,8,19,18,0,0,32,0,0,0,0,6,0,5,11,0,10,15,20,24,0,17,0,23,6,23,51,12,15,0,12,0
2018-11-11,9,0,0,0,14,11,0,0,0,5,4,0,0,9,0,0,0,51,0,0,8,15,19,17,0,0,0,0,23,26,6,43,7,5,0,5,0,21,6,0,17,0,12,9,25,0,13,8,0,13,0
2018-11-18,0,0,18,0,9,11,14,0,0,6,0,0,0,18,44,0,0,27,35,0,9,0,0,0,0,0,0,0,0,0,0,0,8,9,0,8,16,0,7,0,18,0,13,4,0,0,14,0,28,14,0
2018-11-25,20,0,79,0,8,24,0,0,0,9,0,0,0,19,31,0,37,0,0,0,19,22,30,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,12,0,0,21,18,0,0,0
